sample,solar_cost,wind_cost,battery_cost,diesel_marginal_cost,total_cost,solar_mw,wind_mw,diesel_mw,battery_mw
33,39302.26179601986,73720.11419148091,74096.15476356489,137.28367300623086,46518336.41618907,160.6778289650754,274.2978493649469,100.77836653149446,-0.0
34,63893.326860273315,98448.80630082921,54062.64938259404,100.72390872034592,52553249.679275975,134.04663561961908,230.37104251173133,93.51725205894193,29.514800282714514
35,55827.76920317699,96110.00921692021,38988.152465725085,88.22103642784171,49045029.79002332,130.17147457733364,224.46749267630463,93.41642785292153,33.18188525151408
36,59643.184100130886,88231.75486007163,45061.56772593838,66.24047441613737,45196865.0534543,109.37878379550723,217.61941050274817,100.34654365177121,20.173022895486504
37,58876.07131820748,86047.5729756695,37145.357951462895,104.41864936924475,48771449.44329466,124.93526222001138,244.67745507001186,91.5462697732256,51.33042794546306
38,62451.79998868381,103042.93538844655,36521.76285510943,125.44453785563601,55177149.688881256,161.7681365177944,225.96851855859921,82.01467922444279,100.60531502443509
39,53855.56496953875,60888.14668582666,57736.39883596951,101.7496858425167,42010396.64202307,135.24041150460033,271.4083805417701,100.77836653149446,-0.0
40,52604.42948164312,80485.64875450409,42877.63397377491,68.89293201309403,42922933.09420349,131.64031896875858,219.25139214225558,93.56675879304487,31.03779207610376
41,57056.05060729544,61172.345515541434,82781.39365295257,136.89644283128868,45395931.87496422,135.24041150460033,298.367141466181,100.77836653149446,-0.0
42,42243.7309360157,80304.44109336929,39468.88897241294,84.23779866500097,43132945.31703004,155.63828571383456,225.84898800580146,89.84716686264974,43.1494723770186
43,57335.44967202033,70894.30385380161,47207.6852655266,136.41157269080713,47855296.845530406,135.24041150460033,276.2398019143256,93.31303588307998,29.46841045426768
44,56671.74793656569,84271.97951008266,61878.312896437485,113.89248345466038,49679948.31571114,135.24041150460033,253.85478066616645,99.04193122295415,6.854349902132795
45,39165.79034937528,83973.42530097609,50257.52836866508,126.67135693019026,47657217.305973016,190.51689304106532,239.9523003140764,83.47442112989188,68.30504763790485
46,47123.177503418934,76615.06685409839,58294.373975993265,82.91780785332715,43210781.884378515,135.24041150460033,239.59647691884683,100.77836653149446,-0.0
47,63988.15485871633,94445.3720421707,43656.273478835355,96.58471390890242,50820182.867905386,122.03226119550195,232.5611090620275,93.50750147877343,38.13306570420974
48,54488.17704667848,56609.57258841563,40504.66115463492,93.99758041608158,39866661.552274905,120.79693646330745,265.7033439486369,93.35994613705041,39.59769842168555
49,59835.343147829866,98868.11958119473,47958.80653010801,86.94302709977609,50309272.714766346,134.85675239255633,220.60473232652146,93.56073347296491,28.76463772954608
50,46196.365926282626,98559.1764948453,62303.35141408347,102.98980231821115,50605799.19275333,140.37652783311708,234.236295790866,99.14107939608219,6.462975534522075
51,49716.679716788174,89997.87788011291,63148.49520471401,82.39989836038066,46611341.16304466,135.24041150460033,225.88347731349575,100.77836653149446,-0.0
52,50344.21370083024,67952.86150181839,64183.60686544286,89.36854218237066,42201566.332540505,135.24041150460033,254.65534557204987,100.77836653149446,-0.0
53,53467.31089377665,60724.098622886675,72705.90066611386,122.32022409649105,43650700.18161577,135.24041150460033,288.3607609021171,100.77836653149446,-0.0
54,48279.60772345009,71716.51519110383,69636.5638575076,117.38822456351612,45597606.95773312,135.24041150460033,270.31335105762065,100.77836653149446,-0.0
55,51923.06863102813,57770.71465362452,59247.2887817803,119.31210160096641,42345158.5516526,135.24041150460033,291.54707713213884,100.77836653149446,-0.0
56,39055.246727240716,93869.16491452325,68927.01939998165,63.52863251838399,43313955.29927538,135.24041150460033,196.69135568545536,100.77836653149446,-0.0
57,43656.278539843275,100062.84933716504,58121.588615164226,109.35350652344732,51176445.14779718,159.86092109554818,225.96851855859921,91.63157622802115,36.10575119792099
58,55737.19457944538,74032.64427900454,62841.64529326564,115.97025901297947,47100256.36088708,135.24041150460033,266.27926801757553,100.77836653149446,-0.0
59,43135.87100980902,60286.88293534129,59634.13096355885,119.21283366235056,41877008.75565954,135.24041150460033,287.831494591518,100.77836653149446,-0.0
60,51428.8786307775,58185.311179392935,75366.22603591972,99.96636413701391,40785859.03833211,135.24041150460033,274.60715034655834,100.77836653149446,-0.0
61,57300.74141936146,56573.41424199063,80955.87510535537,132.01687962004684,43680872.339423746,135.24041150460033,304.78510464549043,100.77836653149446,-0.0
62,35199.510653063335,97968.61069608439,81045.04242677795,101.27120289780893,48582303.05951309,171.51761143182145,227.9594215726606,100.77836653149446,-0.0
63,52485.14068960746,74693.90187214116,33385.9317640667,71.81024264375142,41597436.80371993,115.40380852682799,230.08357733754158,93.51853190691102,42.82307445609584
64,47005.20949221002,58735.0909228798,65847.81037027713,138.98716137467818,43454636.4848433,135.24041150460033,306.54861188793365,100.77836653149446,-0.0
65,40775.56398319063,62748.856334608376,58603.706962952114,125.53234070086458,42756203.68744511,149.74094640354514,284.0824360669547,98.40177089906132,9.381298549078167
66,60335.394218821806,91118.09830061655,43321.735147486426,86.2629144792536,48399786.141840026,122.83627557352285,227.463149218819,93.53019853614836,37.469304542560586
67,52647.7327674714,81305.1321515181,42428.38501543836,67.21415357102309,42883419.48553284,130.25042870797265,218.64916008786994,93.56944004121313,32.01976487455347
68,40528.08424176343,86902.72408158716,65378.11094206103,114.72189277212202,48186767.926445,156.15560411221583,250.136375710079,100.0893714143459,2.719717567691647
69,45929.189113981956,66527.22476143947,72467.90747936787,112.37864576297139,43422467.414168335,135.24041150460033,271.9654864553975,100.77836653149446,-0.0
70,51833.9535062879,58483.0369100987,35283.14489680111,114.19952435895459,41498181.165675804,131.69900551476945,272.6315793895959,90.05910077821414,57.74979403851485
71,36596.63917199075,66815.25078543556,41049.94185405004,132.88473544156605,42665011.14831354,201.03218649176605,251.8735396990555,81.51900383698315,76.02380010991307
72,49770.82453532542,72325.69703279831,80556.03796877153,89.23514860242389,43215054.90058346,135.24041150460033,250.21791245295643,100.77836653149446,-0.0
73,42205.39738851149,61948.91339520379,39880.17420668304,77.09840761420801,38069028.00812395,135.24041150460033,244.83868523382841,93.45283944545676,28.9165542869909
74,42334.303431924585,102548.05958053959,41856.874193062045,139.24465853597513,52608549.71476993,242.97817536723468,212.37664182039677,71.94651954757133,122.33546101638656
75,52343.90569134451,96761.74872886695,34522.1261066476,73.59939454845623,46749131.527614236,126.6682409420483,214.15168632603084,93.58946362381367,34.49885758080952
76,56459.52892377185,102689.72107659825,32135.152196068157,71.3289822629577,48114720.5940396,122.54290687379525,208.93614603090518,93.61268417104444,37.353205547225166
77,64354.5618535729,87497.51256139894,48648.47776533723,83.86984239103114,47975046.71960212,116.2054036749353,231.29508627338205,96.21761064521584,31.59637639926827
78,52992.389674393504,78289.77157873366,43169.38966333208,134.34822954417427,48809991.50927732,165.31419298678486,256.09235978703083,87.71657360134658,52.52861974735379
79,48903.83141303945,62442.93490926046,84823.96528461351,126.40636953922849,43857861.80314548,135.24041150460033,288.3607609021171,100.77836653149446,-0.0
80,62009.00892809112,75067.37850865029,78872.90957593932,134.24759711434012,49859830.755125076,135.24041150460033,278.09966204101613,100.77836653149446,-0.0
81,41107.45374164307,68343.22334212737,76076.55274363716,99.52732057277865,42060719.99953514,135.24041150460033,259.9401041210304,100.77836653149446,-0.0
82,61498.689381394,67270.18283126198,81297.36775764302,66.80059084119881,40647150.23967379,74.75818483340257,246.29426504380467,111.72032118673012,-0.0
83,40702.75893264526,70390.42099802577,79250.221717284,127.33352781673969,45030216.217019945,155.00460509313496,274.60715034655834,100.77836653149446,-0.0
84,50152.05291625393,69934.75498210423,63983.63748965718,113.04988549822488,44976963.54962007,135.24041150460033,270.2501100996381,100.77836653149446,-0.0
85,42883.91522639656,80278.71879569373,72994.58747371426,85.45922414491524,43802581.05014529,135.24041150460033,238.34173348123625,100.77836653149446,-0.0
86,44035.28370063883,75704.73790416174,53317.62325020942,135.88047961769232,47291694.62778104,167.7211429447394,256.2727613127199,87.52578193178103,52.31283394623722
87,61851.56243731624,77036.55011810837,36738.34246030781,110.29323598411052,47411800.83600786,118.9987678092526,256.6423539935425,92.66510854747936,46.526618770949064
88,35102.579126364464,70677.58005187861,50762.74145473784,64.35213216093116,37973463.61942968,135.24041150460033,225.4565058677703,100.77836653149446,-0.0
89,62492.886121186624,68072.13656424501,70196.0723803195,121.3671898242535,46861056.1793632,125.96761189347741,279.5053702224771,102.4559263446207,-0.0
90,60166.619645599625,61553.24181198205,88518.71832322066,80.38318056901645,40797934.49022071,95.2725608913386,260.690012309382,108.00902639881382,-0.0
91,42585.9076268317,84893.02239299424,41550.58259200101,122.5380816775394,47618003.75295375,201.6223518097213,230.28118845057122,81.47475752209635,76.33113364726172
92,46592.41559904885,79956.98872944675,34737.350617773656,96.34963812667539,44676386.25157332,161.8238992355175,229.9626168215853,85.07383775084314,76.34404796852164
93,59967.54604640731,79755.90535119601,44163.01275674018,62.57809166034551,42815664.62849439,96.59079498564783,223.79996231745386,105.27117602049692,9.865918978544663
94,57683.02341086054,62590.40653550735,67817.45539254932,95.15939717511961,42345976.18693029,116.31461877689857,270.2696603951564,104.20226768789017,-0.0
95,60545.05696540084,81998.8014095775,31730.04550294704,138.7491693028798,50333136.957043804,164.74626598528454,250.10396994256914,77.70170976432725,132.10414807871052
96,48058.63056221699,96046.41925860377,85032.03348832327,76.28596798324278,46912127.6660528,135.24041150460033,215.98807678257091,100.77836653149446,-0.0
97,52749.756475817645,74882.96043300856,82656.09924092326,84.28048041958378,43707574.32526682,135.24041150460033,242.61621827571443,100.77836653149446,-0.0
98,39511.50855616358,91927.64922819316,48134.58004425069,131.16806610780588,49734773.85743496,220.2481704273751,220.1042564569808,78.18404634506992,89.18810599904424
99,48773.50040680172,82621.438596288,53610.19822449285,117.96298328944872,48389578.1852182,138.9379318914755,252.582120349647,92.74943879897589,31.693135786257482
100,38682.61566723491,92660.06768678679,54878.937196718645,128.35249559705625,50055783.71405403,197.35445306661268,230.28118845057122,82.2804827151921,73.01796243277248
101,42673.30254582253,72975.96917696338,31452.142904232714,106.25030826562798,42806704.46740211,202.5190032696959,225.96851855859921,75.69849320581129,121.36869093676168
102,38009.69402822399,57421.35573893389,41065.844396995686,98.16352560237058,38217561.69531262,163.42499868968756,257.061196699234,88.29949529984438,49.25870223019706
103,64849.76797105203,56803.178895219484,38695.060824163826,63.00184056743775,37461743.8447686,32.07825637643605,271.9654864553975,105.24745905797822,56.02961509240391
104,59235.21257672669,80882.98363432579,81771.69453137052,124.09158387213914,50151137.458646744,135.24041150460033,263.69753420588705,100.77836653149446,-0.0
105,61383.45269325122,82298.37385207531,88710.3691807893,65.67408009376943,44003973.93878482,95.10647055398181,224.8475089519998,108.03907411762401,-0.0
106,47447.384833564494,92872.74618030558,47392.97477757575,133.43756649698707,51644882.54514764,181.08978657825898,240.23369423462452,85.17864407139649,61.57785181617618
107,49507.81095668143,68247.88810108401,69136.08180650914,64.5703459730055,39376954.92719488,121.505420113505,229.9626168215853,103.2631899459569,-0.0
108,42104.2809082417,86448.7661713893,86550.29220983552,65.04174322997693,42461333.07222064,135.24041150460033,210.92611248245152,100.77836653149446,-0.0
109,61751.875408912674,79670.30896804786,87602.84592649288,117.238249783192,49516966.66034452,135.24041150460033,260.690012309382,100.77836653149446,-0.0
110,49969.55990268758,88359.67039649792,62747.51985168928,99.02120481807796,48233985.93620547,135.24041150460033,241.87048520342893,100.77836653149446,-0.0
111,37867.25918458557,69285.86457710508,78645.0093952938,133.1844493890266,44743103.400007755,160.04924506157033,277.25220394271264,100.77836653149446,-0.0
112,35978.48299239428,65615.79171197812,30160.987109983384,61.51095094144681,36079820.32573445,158.80628719866726,218.66666196067598,89.18326713839446,46.25465914645509
113,54124.351679555984,102033.53959427355,80226.58267749797,131.7003473584607,55659725.53330182,138.62279580339532,252.582120349647,100.77836653149446,-0.0
114,51526.5543999922,96988.67126145535,46428.03106875453,113.62925487171236,51626180.8107365,161.56734929913932,229.9626168215853,88.75621405912713,47.455865022502564
115,52269.40817576795,68579.10786024889,73342.55850468417,112.92064539955231,44885222.77495043,135.24041150460033,270.31335105762065,100.77836653149446,-0.0
116,38277.36492624138,95337.00205658392,50236.46164315731,124.66176794953584,49919383.7520779,215.41656954967485,219.25139214225558,79.06193755804915,85.72274594781038
117,60620.8737627596,92222.30461393796,37448.81149017879,135.37154801890557,53227503.61020452,155.7022704073409,244.67745507001186,84.98518035908289,81.15698398309857
118,63051.94980511334,58049.72762848881,31212.51018819882,120.90203230297865,42832467.25471931,86.79487875210066,304.78510464549043,89.56133525443455,93.18164376357407
119,62190.76609533874,66288.67157241664,74904.48898415847,63.44518225775549,39978301.47861137,70.31145977368982,246.29426504380467,112.52478667428875,-0.0
120,61062.36964203237,72756.4857045922,48990.732832099515,128.95979346655858,48304526.0472429,130.17786422358174,266.4981006745982,93.35640773353936,32.912502058310274
121,39649.94213670508,70165.68560557981,62607.94965270431,97.0695055266502,42093727.32783592,135.24041150460033,256.6423539935425,100.77836653149446,-0.0
122,41566.5757870637,71755.42440657421,46779.77872792039,107.36519240130988,43420075.40698058,161.7110432183406,252.1347835851399,88.63150354355332,47.94814337345184
123,48346.86953608743,88897.86987328995,38534.78594257246,105.51274012064371,48077254.68807118,176.96228256397947,225.96851855859921,85.02308710109298,66.00419287374154
124,61120.59392430968,76467.23684198815,30444.524629543608,70.62876428230793,42558702.43075984,80.68906822548156,240.43073981581375,93.47246443136,67.79561589969447
125,59470.603104250884,99183.95465293045,35147.958054343806,110.5041449504744,52376508.87105061,151.56004226330134,225.96851855859921,84.58872307589392,87.57378098343472
126,45230.4615949349,90910.26941412795,51204.69768859204,122.82978912365202,50189316.597595476,175.71924386181834,241.82293237442443,86.14316358691508,57.7705379391291
127,37910.151328799555,102939.44999313794,32918.48176996522,60.73169124721215,43795489.13007219,215.81832177431352,172.21403728591739,78.57223865837847,90.12854207402412
128,53543.676267710136,59060.95802921601,76189.01007513408,69.94216187297941,38276846.46051464,102.24450259863735,252.59636503732855,106.74771916495601,-0.0
129,50494.51484850829,81881.12849554175,63374.00657792532,75.13269239764976,43958060.53748226,135.24041150460033,225.96851855859921,100.77836653149446,-0.0
130,35635.47345285067,71281.88000364616,86863.25564278034,108.90085611358333,42900457.3932088,161.38147627594537,257.1799154336878,100.77836653149446,-0.0
131,55131.265147302765,78767.30077561073,48896.492631643414,139.58027140660295,49954477.63208182,159.22793079953752,260.2777731171245,89.04447404264128,46.3179966665257
132,37540.28665270189,78053.72346976979,76429.25788968528,75.35314289231842,41361973.287932366,135.24041150460033,229.76753681109372,100.77836653149446,-0.0
133,56026.073127206706,95470.79817443501,64849.26835570142,78.47566328598191,48165484.71270643,131.47185882568488,218.66666196067598,101.46014256386061,-0.0
134,58188.350344701,73271.76953819976,72195.96995943552,118.8533919828275,47490503.0101613,135.24041150460033,270.2696603951564,100.77836653149446,-0.0
135,47914.562203699505,88535.59599363171,60188.3437734262,72.5359743756378,44746811.35285035,135.24041150460033,218.64916008786994,100.77836653149446,-0.0
136,35855.9301411252,101684.6142705571,51007.94072842128,92.0432486112979,48067153.26311147,190.9806175355671,206.08654890800386,84.09623082404218,65.8505356873116
137,46861.27579200693,77829.71165615068,42012.4797856791,92.45679335613018,44162831.95754091,135.24041150460033,240.05231962606507,93.47414922783209,28.83243672498304
138,49434.67016719114,69469.8867074768,55883.371704182675,69.66806002325995,40292841.96053751,128.83329971440176,234.0037618392315,101.93748931082764,-0.0
139,40276.85433377019,103865.49252186605,83259.64109147943,138.46309557948257,54584738.94285144,179.25903602846623,246.29426504380467,100.77836653149446,-0.0
140,47505.11015892159,58320.66443092147,64937.45515518949,108.71387288544764,41044845.70774719,135.24041150460033,281.70686452078144,100.77836653149446,-0.0
141,46491.1679312302,72523.28194886616,37843.08557683733,95.26452712043036,42945753.86804642,143.67444715715038,246.3876531109873,91.25854134702591,40.189774587143205
142,36109.2743563808,69712.79124511855,88192.64225372218,97.68017398667959,41537857.42407702,149.271736373307,255.0394909643358,100.77836653149446,-0.0
143,40184.46393985446,75242.09171542004,81712.03328169015,126.90255686110832,46226700.33648243,160.56157403616095,266.27926801757553,100.77836653149446,-0.0
144,54207.535653136976,60007.53352837385,76899.19313572164,103.96857859132271,42013593.508851916,135.24041150460033,275.28144010422994,100.77836653149446,-0.0
145,62726.70226349107,56929.1958061778,82308.90396478745,113.36745022204371,42978513.73463371,110.9573782774066,297.4681344268633,105.17145625532345,-0.0
146,50929.55925877677,85711.71625896206,58475.025269674115,61.157916099780515,42898991.2072929,125.9629488640053,203.67881212442188,102.45676994215088,-0.0
147,44104.8573666141,83507.6756566985,55469.82557454032,62.04736783977107,41674008.056551814,135.24041150460033,208.61138273702844,100.77836653149446,-0.0
148,50594.555650488655,90687.98832116002,69266.11357273141,100.05863378761033,48996722.83149627,135.24041150460033,240.68456698345156,100.77836653149446,-0.0
149,44562.221999172274,76124.56269563874,48306.951353248354,105.2663826084796,44841041.75600537,142.03896408048928,250.63198014673094,92.19710755178534,33.87339070937807
150,61952.30538559919,79323.45496127254,77373.74086896174,129.09751564753913,50561503.619078435,135.24041150460033,270.2696603951564,100.77836653149446,-0.0
151,49318.66376590567,92587.52726114438,73240.641783577,87.90288590149427,47838770.691569306,135.24041150460033,227.9594215726606,100.77836653149446,-0.0
152,43900.26194969148,92065.18446270465,57159.42643103132,61.991877433108556,43360404.20489587,135.24041150460033,196.69135568545536,100.77836653149446,-0.0
153,53592.27834072159,83064.94587393016,55775.4988001607,91.37590823129578,46578924.01742242,135.24041150460033,237.14964909900777,98.25947045593395,9.943010824580922
154,37283.91993223938,58949.287477209036,43845.67030342458,134.5480751697588,41054216.51481465,188.01743580320988,267.4773746605904,83.80405598529029,67.00385741922699
155,52166.712534523365,91376.9717804102,83839.48288051473,65.36546930756285,44882710.2321105,128.0669819096037,203.67881212442188,102.0761253223155,-0.0
156,63178.10193601341,62137.40177677064,81966.36817173331,72.04481707703944,40186947.752866074,75.93758414812906,257.1799154336878,111.50695381366184,-0.0
157,54664.85208473607,59613.14748789742,74801.25356452641,102.09809227323045,41800654.31018266,129.09712892569513,276.2398019143256,101.88975946644885,-0.0
158,36808.77441479063,82188.61171912457,88426.96595012659,93.70907607263756,44332109.63843883,150.0685876466961,239.59647691884683,100.77836653149446,-0.0
159,45505.109404530434,97839.935117362,77235.34733440407,108.14230301260767,50926988.120687686,142.39985006405715,238.34173348123625,100.77836653149446,-0.0
160,62295.01847513951,99813.91341161367,35640.833310213726,92.65021010198627,51068487.02738028,121.86569512410541,225.96851855859921,92.27797266285907,48.074682198811466
161,37510.507897246796,88086.8874116213,75422.47211364875,74.35477857982907,43486414.20067854,135.24041150460033,220.39959104673446,100.77836653149446,-0.0
162,50943.79687520448,79461.73640032911,38093.36396579663,118.52509891141246,47301243.39650028,168.6207911899009,246.3876531109873,86.1524585084203,62.68612380042346
163,47292.46930211234,66053.17220245047,46896.95691860627,68.25570096775742,39002748.106945194,135.24041150460033,231.1662137036708,95.73110729583568,19.923391719705673
164,44403.30569294773,93568.73930623048,44868.16433898212,81.23398495567515,46263699.564523324,139.71415186656242,219.25139214225558,92.75740591577724,31.661686640989018
165,54537.140609380556,90370.66903038917,65446.60674184631,76.14860841593912,46531987.72189632,135.24041150460033,220.1042564569808,100.77836653149446,-0.0
166,55663.356872902325,61323.606049153175,35874.348977312395,70.76122765484808,38757282.93708608,96.90124397708252,246.29426504380467,93.44635893570836,56.321128849546916
167,44572.476831112945,63645.773963909145,45765.84247852941,79.58187389110314,39220568.62833295,135.24041150460033,244.83868523382841,93.45283944545676,28.9165542869909
168,35426.99232378273,80644.84154766783,30645.640162280124,77.8434035346149,40692623.17739652,226.8872546372382,198.12547365945014,73.84346123983521,119.1010051587989
169,45779.377548083205,57624.90172940867,57207.18369673051,125.91868413683733,41976313.79236052,135.24041150460033,294.5038610756179,99.38750603890638,5.4902387865318385
170,41799.10183894228,57255.56895590523,54742.205471418936,101.89371798240576,39394419.39865099,135.24041150460036,276.5666656197694,100.28687998666395,1.940078466436205
171,36970.8792568563,61783.105421530854,71953.78210556254,119.88243641654563,41472973.00771174,154.50328205670456,278.95653914715956,100.77836653149446,-0.0
172,36767.50653811889,103624.0508114406,44693.69858434242,131.45530769664947,51264753.047926635,264.76750623568216,202.38457745007923,69.96027335310634,122.63163054832921
173,57167.174309369766,97516.15038517746,54939.51143343294,112.60199035759015,52727618.582889676,135.24041150460025,238.66451718563738,93.48032798023189,28.808046912878616
174,64143.15142683303,81111.1912926697,69783.45783034159,135.7066528711645,51937804.46845674,135.24041150460033,271.4083805417701,100.77836653149446,-0.0
175,41498.56166533926,95630.37836118863,85328.62169064581,97.40508942741451,48618402.05675548,145.70603199492874,231.22802431984059,100.77836653149446,-0.0
176,61668.23833304728,76333.39541420426,67875.7514258875,114.2557850236455,48346832.63606838,133.95608062679534,261.45957462656986,101.0107172732034,-0.0
177,63221.24166546849,67469.41990483903,54403.80241857387,93.176351591371,44083461.14582271,105.66604579154165,263.42324452815103,106.12872127866427,-0.0
178,40847.579754069426,97222.40840251293,47696.872466770765,107.53455134290962,49290406.42367703,194.8066930203865,218.64916008786994,82.79319076603365,70.99411486366108
179,55929.08719487737,62884.01699595468,68736.69633275358,123.29430887531231,44683783.42174713,135.24041150460033,286.7406154274175,100.77836653149446,-0.0
180,63529.507776740415,72020.22227162891,41293.620139118706,94.87332249396266,45037832.586602755,107.69443391007651,254.65534557204987,93.40913386326712,48.76037314414023
181,41709.80306110089,91064.0022457616,83593.52251411538,78.6606208189989,45283511.154063955,135.24041150460033,222.08032851983066,100.77836653149446,-0.0
182,51763.8723540423,77250.5304883027,68086.29562040971,98.86624336404842,45717071.011076614,135.24041150460033,252.59636503732855,100.77836653149446,-0.0
183,43752.89300166613,87944.23244443117,71176.63896166842,110.14845763700711,48478791.842181884,142.4424452197948,249.9444070582363,100.77836653149446,-0.0
184,46952.57577936101,100648.03097385404,32569.71850849244,96.86205183206422,49013953.87227277,202.67325606431933,202.67191319194518,75.58109895886196,122.59475584801748
185,63458.864662614695,65119.52256324878,39028.7408093671,91.70934559058627,42824021.38664617,95.96173722465139,260.87542302819924,93.38144093134125,57.24831026172099
186,61312.19874286523,61440.04634946378,71425.38400679373,109.07959977945711,43756768.15829221,114.32977389201541,285.21058383030817,104.56134975089249,-0.0
187,55568.24655201407,89788.91597597818,76673.20937176747,105.2399436305823,50026211.190117724,135.24041150460033,243.9508821373559,100.77836653149446,-0.0
188,53010.37151258396,66964.86697123699,84100.09500248887,85.02764710274903,41867902.87772658,133.2748368462456,252.59636503732855,101.13396238116644,-0.0
189,46288.32341650894,94092.50916419367,71009.87110006703,137.5138176023753,53040382.82757879,159.36313743662603,254.65534557204987,99.81923897339705,3.7860298345950274
190,45190.448823497994,102413.41010514082,73555.50616179564,73.14527915230522,47399421.5968086,135.24041150460033,201.80990501030504,100.77836653149446,-0.0
